id	name	wiki_title	description	wiki_url
DOID:119	ung thư âm đạo	Vaginal cancer	Ung thư âm đạo là một dạng ung thư cực kỳ hiếm gặp phát triển trong mô của âm đạo. Ung thư âm đạo nguyên phát bắt nguồn từ mô âm đạo - thường gặp nhất là ung thư biểu mô tế bào vảy, nhưng ung thư biểu mô tuyến âm đạo nguyên phát, sarcoma và khối u ác tính cũng đã được báo cáo - trong khi ung thư âm đạo thứ phát liên quan đến sự di căn của ung thư bắt nguồn từ một bộ phận khác của cơ thể. Ung thư âm đạo thứ phát phổ biến hơn. Các dấu hiệu của ung thư âm đạo có thể bao gồm chảy máu âm đạo bất thường, khó tiểu, mót rặn hoặc đau vùng chậu, mặc dù có đến 20% phụ nữ được chẩn đoán mắc bệnh ung thư âm đạo không có triệu chứng tại thời điểm chẩn đoán. Ung thư âm đạo xảy ra thường xuyên hơn ở phụ nữ trên 50 tuổi và độ tuổi chẩn đoán ung thư âm đạo trung bình là 60 tuổi. Nó thường có thể được chữa khỏi nếu được phát hiện và điều trị ở giai đoạn đầu. Phẫu thuật đơn thuần hoặc phẫu thuật kết hợp với xạ trị vùng chậu thường được sử dụng để điều trị ung thư âm đạo.	https://en.wikipedia.org/wiki/Vaginal_cancer
DOID:1192	tân sinh hệ thần kinh ngoại biên		Không tìm thấy mô tả.	
DOID:11920	ung thư khí quản	Lung cancer	Ung thư phổi là một khối u ác tính có nguồn gốc từ các mô của phổi. Ung thư phổi là do tổn thương di truyền đối với DNA của các tế bào trong đường hô hấp, thường do hút thuốc lá hoặc hít phải hóa chất gây hại. Các tế bào đường hô hấp bị tổn thương có khả năng nhân lên mà không được kiểm soát, gây ra sự phát triển của khối u. Nếu không điều trị, các khối u sẽ lan rộng khắp phổi, gây tổn hại chức năng phổi. Cuối cùng, khối u phổi di căn, lan sang các bộ phận khác của cơ thể. Ung thư phổi giai đoạn đầu thường không có triệu chứng và chỉ có thể được phát hiện bằng hình ảnh y tế. Khi ung thư tiến triển, hầu hết mọi người đều gặp các vấn đề về hô hấp không đặc hiệu: ho, khó thở hoặc đau ngực. Các triệu chứng khác phụ thuộc vào vị trí và kích thước của khối u. Những người nghi ngờ mắc bệnh ung thư phổi thường trải qua một loạt các xét nghiệm hình ảnh để xác định vị trí và mức độ lan rộng của bất kỳ khối u nào. Chẩn đoán xác định ung thư phổi đòi hỏi phải sinh thiết khối u nghi ngờ và được bác sĩ giải phẫu bệnh kiểm tra dưới kính hiển vi. Ngoài việc nhận biết các tế bào ung thư, nhà nghiên cứu bệnh học có thể phân loại khối u theo loại tế bào mà nó bắt nguồn. Khoảng 15% trường hợp là ung thư phổi tế bào nhỏ (SCLC) và 85% còn lại (ung thư phổi không phải tế bào nhỏ hoặc NSCLC) là ung thư biểu mô tuyến, ung thư biểu mô tế bào vảy và ung thư biểu mô tế bào lớn. Sau khi chẩn đoán, hình ảnh và sinh thiết tiếp theo sẽ được thực hiện để xác định giai đoạn ung thư dựa trên mức độ lan rộng của nó. Điều trị ung thư phổi giai đoạn đầu bao gồm phẫu thuật cắt bỏ khối u, đôi khi sau đó là xạ trị và hóa trị để tiêu diệt bất kỳ tế bào ung thư nào còn sót lại. Ung thư giai đoạn sau được điều trị bằng xạ trị và hóa trị cùng với các phương pháp điều trị bằng thuốc nhắm vào các loại ung thư cụ thể. Ngay cả khi được điều trị, chỉ có khoảng 20% ​​số người sống sót sau 5 năm kể từ khi được chẩn đoán. Tỷ lệ sống sót cao hơn ở những người được chẩn đoán ở giai đoạn sớm hơn, được chẩn đoán ở độ tuổi trẻ hơn và ở phụ nữ so với nam giới. Hầu hết các trường hợp ung thư phổi là do hút thuốc lá. Phần còn lại là do tiếp xúc với các chất độc hại như amiăng và khí radon hoặc do đột biến gen ngẫu nhiên phát sinh. Do đó, những nỗ lực phòng ngừa ung thư phổi khuyến khích mọi người tránh các hóa chất độc hại và bỏ thuốc lá. Bỏ hút thuốc vừa làm giảm nguy cơ phát triển ung thư phổi vừa cải thiện kết quả điều trị ở những người đã được chẩn đoán mắc bệnh ung thư phổi. Ung thư phổi là loại ung thư được chẩn đoán nhiều nhất và nguy hiểm nhất trên toàn thế giới, với 2,2 triệu ca mắc vào năm 2020 và 1,8 triệu ca tử vong. Ung thư phổi hiếm gặp ở những người dưới 40 tuổi; độ tuổi trung bình khi được chẩn đoán là 70 tuổi và độ tuổi trung bình khi tử vong là 72. Tỷ lệ mắc bệnh và kết quả rất khác nhau trên khắp thế giới, tùy thuộc vào mô hình sử dụng thuốc lá. Trước khi hút thuốc lá xuất hiện vào thế kỷ 20, ung thư phổi là một căn bệnh hiếm gặp. Trong những năm 1950 và 1960, ngày càng có nhiều bằng chứng liên quan đến ung thư phổi và việc sử dụng thuốc lá, đỉnh điểm là hầu hết các cơ quan y tế quốc gia lớn đều đưa ra tuyên bố không khuyến khích việc sử dụng thuốc lá.	https://en.wikipedia.org/wiki/Lung_cancer
DOID:11934	ung thư đầu và cổ	Head and neck cancer	Ung thư đầu và cổ là một thuật ngữ chung bao gồm nhiều bệnh ung thư có thể phát triển ở vùng đầu và cổ. Chúng bao gồm ung thư miệng, lưỡi, nướu và môi (ung thư miệng), hộp thoại (thanh quản), họng (mũi họng, hầu họng, hạ họng), tuyến nước bọt, mũi và xoang. Ung thư đầu và cổ có thể biểu hiện nhiều triệu chứng khác nhau tùy thuộc vào nơi ung thư phát triển. Chúng có thể bao gồm vết loét trong miệng không lành, thay đổi giọng nói, khó nuốt, mảng đỏ hoặc trắng trong miệng và u ở cổ.  Phần lớn ung thư đầu cổ là do sử dụng rượu hoặc thuốc lá (kể cả thuốc lá không khói). Ngày càng có nhiều trường hợp do vi rút u nhú ở người (HPV) gây ra. Các yếu tố nguy cơ khác bao gồm virus Epstein–Barr, nhai trầu (paan), phơi nhiễm phóng xạ, dinh dưỡng kém và phơi nhiễm tại nơi làm việc với một số chất độc hại. Khoảng 90% được phân loại bệnh lý là ung thư tế bào vảy. Chẩn đoán được xác nhận bằng sinh thiết mô. Mức độ xâm lấn mô xung quanh và lan rộng có thể được xác định bằng hình ảnh y tế và xét nghiệm máu. Không sử dụng thuốc lá hoặc rượu có thể làm giảm nguy cơ ung thư đầu và cổ. Khám răng định kỳ có thể giúp xác định các dấu hiệu trước khi ung thư phát triển. Vắc-xin HPV giúp ngăn ngừa ung thư vòm họng liên quan đến HPV. Điều trị có thể bao gồm sự kết hợp của phẫu thuật, xạ trị, hóa trị và liệu pháp nhắm mục tiêu. Ở giai đoạn đầu, ung thư đầu và cổ thường có thể chữa khỏi nhưng 50% số người đến gặp bác sĩ khi bệnh đã ở giai đoạn nặng.  Trên toàn cầu, ung thư đầu cổ trung bình gây ra 650.000 ca ung thư mới và trung bình 330.000 ca tử vong hàng năm. Năm 2018, đây là căn bệnh ung thư phổ biến thứ bảy trên toàn thế giới, với 890.000 trường hợp mới được ghi nhận và 450.000 người chết vì căn bệnh này. Độ tuổi thông thường khi chẩn đoán là từ 55 đến 65 tuổi. Tỷ lệ sống sót trung bình 5 năm sau chẩn đoán ở các nước phát triển là 42–64%.	https://en.wikipedia.org/wiki/Head_and_neck_cancer
DOID:11949	Bệnh Creutzfeldt-Jakob	Creutzfeldt–Jakob disease	"Bệnh Creutzfeldt–Jakob (CJD) là một bệnh thoái hóa thần kinh không thể chữa khỏi, luôn gây tử vong, thuộc nhóm bệnh não xốp truyền nhiễm (TSE), còn được gọi là bệnh prion. Các triệu chứng ban đầu bao gồm các vấn đề về trí nhớ, thay đổi hành vi, phối hợp kém, rối loạn thị giác và rối loạn thính giác.  Các triệu chứng sau này bao gồm mất trí nhớ, cử động không chủ ý, mù, điếc, suy nhược và hôn mê. Khoảng 70% bệnh nhân tử vong trong vòng một năm sau khi được chẩn đoán. Tình trạng này được mô tả lần đầu tiên vào năm 1920. Tên ""bệnh Creutzfeldt–Jakob"" được Walther Spielmeyer đưa ra vào năm 1922, theo tên các nhà thần kinh học người Đức Hans Gerhard Creutzfeldt và Alfons Maria Jakob. CJD là do prion gây ra, một biến thể lây nhiễm, gấp nếp bất thường của một loại protein gọi là protein prion. Khoảng 85% trường hợp mắc CJD xảy ra không rõ nguyên nhân ('CJD lẻ tẻ'), trong khi khoảng 10–15% trường hợp được di truyền theo kiểu gen trội. Trong một số trường hợp hiếm hoi, việc tiếp xúc với mô não hoặc cột sống từ người bị nhiễm bệnh đã dẫn đến truyền bệnh và một dạng biến thể của CJD là do tiếp xúc với thịt của những con bò mắc bệnh não xốp dạng bò (""bệnh bò điên""). Không có bằng chứng nào cho thấy bệnh CJD lẻ tẻ có thể lây lan giữa người với người thông qua tiếp xúc thông thường hoặc truyền máu, mặc dù điều này có thể xảy ra ở biến thể bệnh Creutzfeldt–Jakob. Chẩn đoán CJD liên quan đến việc loại trừ các nguyên nhân tiềm ẩn khác. Điện não đồ, tủy sống hoặc chụp cộng hưởng từ (MRI) có thể hỗ trợ chẩn đoán. Một kỹ thuật chẩn đoán khác là xét nghiệm chuyển đổi do rung lắc theo thời gian thực, có thể phát hiện bệnh ở giai đoạn đầu. Hiện tại không có phương pháp điều trị cụ thể nào cho bệnh CJD. Opioid có thể được sử dụng để giảm đau, trong khi clonazepam hoặc natri valproate có thể giúp giảm các cử động không tự chủ. CJD ảnh hưởng đến khoảng một người trên một triệu người mỗi năm. Sự khởi phát của bệnh CJD lẻ tẻ thường vào khoảng 60 tuổi."	https://en.wikipedia.org/wiki/Creutzfeldt%E2%80%93Jakob_disease
DOID:12185	chứng xơ cứng tai	Otosclerosis	Xơ cứng tai là tình trạng của tai giữa và tai trong, nơi các phần của lớp màng sụn dày đặc của mê cung xương biến đổi thành một hoặc nhiều tổn thương xương xốp có vị trí không đều. Khi tổn thương đến xương bàn đạp, xương bị tiêu hủy, sau đó cứng lại (xơ cứng), làm hạn chế khả năng di chuyển của xương và dẫn đến mất thính giác, ù tai, chóng mặt hoặc kết hợp các triệu chứng này. Thuật ngữ xơ cứng tai là một cách gọi sai: phần lớn diễn biến lâm sàng được đặc trưng bởi những thay đổi trong xương chứ không phải xơ cứng, vì vậy bệnh còn được gọi là bệnh xốp xơ tai.	https://en.wikipedia.org/wiki/Otosclerosis
DOID:12236	xơ gan mật nguyên phát	Primary biliary cholangitis	"Viêm đường mật nguyên phát (PBC), trước đây gọi là xơ gan mật nguyên phát, là một bệnh tự miễn của gan. Nó là kết quả của sự phá hủy dần dần các ống mật nhỏ của gan, khiến mật và các chất độc khác tích tụ trong gan, một tình trạng gọi là ứ mật. Tổn thương chậm hơn ở mô gan có thể dẫn đến sẹo, xơ hóa và cuối cùng là xơ gan. Các triệu chứng thường gặp là mệt mỏi, ngứa và trong những trường hợp nặng hơn là vàng da. Trong những trường hợp đầu, những thay đổi duy nhất có thể là những thay đổi được thấy trong xét nghiệm máu. PBC là một căn bệnh tương đối hiếm gặp, ảnh hưởng đến 1/3.000–4.000 người.  Cũng như nhiều bệnh tự miễn khác, bệnh này phổ biến hơn ở phụ nữ với tỷ lệ giới tính ít nhất là 9:1 nữ/nam. Lý do cho sự chênh lệch này vẫn chưa rõ ràng, nhưng có thể liên quan đến sự biểu hiện của các hormone giới tính như estrogen, tác động đến phản ứng của hệ miễn dịch. Tình trạng này đã được công nhận ít nhất là từ năm 1851 và được đặt tên là ""xơ gan mật nguyên phát"" vào năm 1949. Bởi vì xơ gan chỉ là một đặc điểm của bệnh tiến triển nên việc đổi tên thành ""viêm đường mật nguyên phát"" đã được các nhóm vận động bệnh nhân đề xuất vào năm 2014."	https://en.wikipedia.org/wiki/Primary_biliary_cholangitis
DOID:12306	bệnh bạch biến	Vitiligo	Bệnh bạch biến (VIT-ih-LY-goh) là một rối loạn tự miễn dịch mãn tính khiến da mất sắc tố (cụ thể là melanin, tạo ra màu da) thành các mảng có kích thước khác nhau và có thể xuất hiện ở bất cứ đâu trên cơ thể. Sự phát triển của bệnh bạch biến có liên quan đến sự gắn kết bất thường giữa các tế bào hắc tố (sản xuất melanin) và laminin, một loại protein ngoại bào. Rối loạn này được cho là do sự thay đổi của hệ thống miễn dịch với các yếu tố di truyền tiềm ẩn. Thường xuất hiện lần đầu tiên ở tuổi trưởng thành trẻ, nó có thể được kích hoạt bởi các yếu tố môi trường, tiếp xúc với ánh nắng mặt trời hoặc hóa chất, căng thẳng và chấn thương thể chất. Dạng phổ biến nhất có xu hướng ảnh hưởng đến da nhiều hơn theo thời gian, với các phương pháp điều trị tiềm năng bao gồm thuốc bôi và liệu pháp ánh sáng. Vào thời cổ đại, chứng rối loạn này thường bị nhầm lẫn với bệnh phong, một bệnh truyền nhiễm. Một số nhân vật của công chúng đã mắc bệnh bạch biến, chẳng hạn như ca sĩ Michael Jackson, người đã che giấu tình trạng bệnh của mình cho đến khi nó ảnh hưởng đến toàn bộ cơ thể.	https://en.wikipedia.org/wiki/Vitiligo
DOID:12361	bệnh Graves	Graves' disease	Bệnh Graves, còn được gọi là bướu cổ lan tỏa độc hại, bệnh Basedow hoặc bệnh Flajani-Graves-Basedow, là một bệnh tự miễn ảnh hưởng đến tuyến giáp. Nó thường dẫn đến và là nguyên nhân phổ biến nhất của bệnh cường giáp. Nó cũng thường dẫn đến tuyến giáp mở rộng. Các dấu hiệu và triệu chứng của cường giáp có thể bao gồm khó chịu, yếu cơ, khó ngủ, nhịp tim nhanh, khả năng chịu nhiệt kém, tiêu chảy và giảm cân không chủ ý. Các triệu chứng khác có thể bao gồm da dày lên ở cẳng chân, được gọi là phù niêm trước xương chày và lồi mắt, một tình trạng do bệnh mắt Graves gây ra. Khoảng 25 đến 30% số người mắc bệnh này sẽ phát triển các vấn đề về mắt. Nguyên nhân chính xác của bệnh vẫn chưa rõ ràng, nhưng các triệu chứng là kết quả của việc kháng thể liên kết với các thụ thể trên tuyến giáp, gây ra sự biểu hiện quá mức của hormone tuyến giáp. Mọi người có nhiều khả năng bị ảnh hưởng hơn nếu họ có một thành viên trong gia đình mắc bệnh. Nếu một cặp song sinh đơn nhân (sinh đôi giống hệt nhau) bị ảnh hưởng thì có 30% khả năng cặp song sinh còn lại cũng mắc bệnh. Sự khởi đầu của bệnh có thể được kích hoạt bởi căng thẳng về thể chất hoặc tinh thần, nhiễm trùng hoặc do sinh nở. Những người mắc các bệnh tự miễn dịch khác như tiểu đường loại 1 và viêm khớp dạng thấp có nhiều khả năng bị ảnh hưởng hơn. Hút thuốc làm tăng nguy cơ mắc bệnh và có thể làm trầm trọng thêm các vấn đề về mắt. Rối loạn này là do một kháng thể, được gọi là globulin miễn dịch kích thích tuyến giáp (TSI), có tác dụng tương tự như hormone kích thích tuyến giáp (TSH). Những kháng thể TSI này khiến tuyến giáp sản xuất quá nhiều hormone tuyến giáp. Chẩn đoán có thể bị nghi ngờ dựa trên các triệu chứng và được xác nhận bằng xét nghiệm máu và hấp thu iốt phóng xạ. Thông thường, xét nghiệm máu cho thấy T3 và T4 tăng, TSH thấp, tăng hấp thu iod phóng xạ ở tất cả các vùng của tuyến giáp và kháng thể TSI. Ba lựa chọn điều trị là liệu pháp iốt phóng xạ, dùng thuốc và phẫu thuật tuyến giáp. Liệu pháp iốt phóng xạ bao gồm việc dùng iốt-131 bằng đường uống, sau đó tập trung ở tuyến giáp và phá hủy nó trong vài tuần đến vài tháng. Suy giáp kết quả được điều trị bằng hormone tuyến giáp tổng hợp. Các loại thuốc như thuốc chẹn beta có thể kiểm soát một số triệu chứng và thuốc kháng giáp như methimazole có thể giúp ích tạm thời cho mọi người, trong khi các phương pháp điều trị khác đang có tác dụng. Phẫu thuật cắt bỏ tuyến giáp là một lựa chọn khác. Các vấn đề về mắt có thể cần điều trị bổ sung. Bệnh Graves phát triển ở khoảng 0,5% nam giới và 3,0% nữ giới. Nó xảy ra thường xuyên hơn ở phụ nữ khoảng 7,5 lần so với nam giới. Thông thường, nó bắt đầu ở độ tuổi từ 40 đến 60, nhưng có thể bắt đầu ở mọi lứa tuổi. Đây là nguyên nhân phổ biến nhất gây ra bệnh cường giáp ở Hoa Kỳ (khoảng 50 đến 80% trường hợp). Tình trạng này được đặt theo tên của bác sĩ phẫu thuật người Ireland Robert Graves, người đã mô tả nó vào năm 1835. Nhiều mô tả trước đây cũng tồn tại.	https://en.wikipedia.org/wiki/Graves%27_disease
DOID:12365	bệnh sốt rét	Malaria	Sốt rét là một bệnh truyền nhiễm do muỗi truyền qua vết đốt của muỗi Anopheles. Các triệu chứng sốt rét ở người thường bao gồm sốt, mệt mỏi, nôn mửa và đau đầu. Trong trường hợp nặng, bệnh có thể gây vàng da, co giật, hôn mê hoặc tử vong. Các triệu chứng thường bắt đầu từ 10 đến 15 ngày sau khi bị muỗi Anopheles nhiễm bệnh đốt. Nếu không được điều trị đúng cách, người bệnh có thể tái phát bệnh nhiều tháng sau đó. Những người sống sót sau khi bị nhiễm trùng sẽ phát triển khả năng miễn dịch một phần, dễ bị tái nhiễm mặc dù có các triệu chứng nhẹ hơn. Sự đề kháng một phần này biến mất sau nhiều tháng đến nhiều năm nếu người đó không tiếp tục tiếp xúc với bệnh sốt rét. Bệnh sốt rét do ký sinh trùng đơn bào thuộc chi Plasmodium gây ra, thường lây lan qua vết đốt của muỗi cái Anopheles bị nhiễm bệnh. Vết muỗi đốt đưa ký sinh trùng từ nước bọt của muỗi vào máu. Ký sinh trùng ban đầu sinh sản và trưởng thành ở gan mà không gây ra triệu chứng. Sau vài ngày, ký sinh trùng trưởng thành lây lan vào máu, nơi chúng lây nhiễm và phá hủy các tế bào hồng cầu, gây ra các triệu chứng nhiễm trùng. Năm loài Plasmodium thường lây nhiễm sang người. Ba loài có liên quan đến các ca bệnh nặng hơn là P. falciparum (gây ra phần lớn các ca tử vong do sốt rét), P. vivax và P. Knowlesi (một loại bệnh sốt rét lây sang hàng nghìn người mỗi năm). P. ovale và P. sốt rét thường gây ra dạng sốt rét nhẹ hơn. Bệnh sốt rét thường được chẩn đoán bằng cách kiểm tra máu bằng kính hiển vi bằng màng máu hoặc bằng các xét nghiệm chẩn đoán nhanh dựa trên kháng nguyên. Các phương pháp sử dụng phản ứng chuỗi polymerase để phát hiện DNA của ký sinh trùng đã được phát triển nhưng chúng không được sử dụng rộng rãi ở những khu vực phổ biến bệnh sốt rét do chi phí cao và độ phức tạp. Nguy cơ mắc bệnh có thể giảm bằng cách ngăn ngừa muỗi đốt thông qua việc sử dụng màn chống muỗi và thuốc chống côn trùng hoặc bằng các biện pháp kiểm soát muỗi như phun thuốc trừ sâu và xả nước đọng. Một số loại thuốc dự phòng có sẵn để ngăn ngừa bệnh sốt rét ở những khu vực nơi bệnh phổ biến. Tính đến năm 2023, hai loại vắc xin sốt rét đã được Tổ chức Y tế Thế giới xác nhận. Sự kháng thuốc giữa các ký sinh trùng đã phát triển đối với một số loại thuốc chống sốt rét; ví dụ, P. falciparum kháng chloroquine đã lan rộng đến hầu hết các khu vực dễ bị sốt rét và tình trạng kháng artemisinin đã trở thành một vấn đề ở một số vùng ở Đông Nam Á. Vì lý do này, thuốc điều trị nhiễm trùng sốt rét phải được điều chỉnh để phù hợp nhất với các loài Plasmodium có liên quan và vị trí địa lý nơi lây nhiễm.  Bệnh phổ biến ở các vùng nhiệt đới và cận nhiệt đới, tồn tại thành dải rộng quanh xích đạo. Điều này bao gồm phần lớn châu Phi cận Sahara, châu Á và châu Mỹ Latinh. Vào năm 2024, khoảng 282 triệu ca sốt rét trên toàn thế giới dẫn đến khoảng 610.000 ca tử vong. Khoảng 95% số ca nhiễm và tử vong xảy ra ở châu Phi cận Sahara. Bệnh sốt rét thường gắn liền với nghèo đói và có tác động tiêu cực đáng kể đến sự phát triển kinh tế; ở Châu Phi, người ta ước tính gây ra thiệt hại kinh tế (ước tính khoảng 12 tỷ USD một năm vào năm 2005) do chi phí chăm sóc sức khỏe tăng, mất khả năng lao động và ảnh hưởng xấu đến du lịch.	https://en.wikipedia.org/wiki/Malaria
DOID:1245	ung thư âm hộ	Vulvar cancer	Ung thư âm hộ là bệnh ung thư ở âm hộ, phần bên ngoài của bộ phận sinh dục nữ. Nó thường ảnh hưởng nhất đến môi lớn. Ít gặp hơn là môi bé, âm vật hoặc tuyến Bartholin bị ảnh hưởng. Các triệu chứng bao gồm nổi cục, ngứa, thay đổi trên da hoặc chảy máu từ âm hộ. Các yếu tố nguy cơ bao gồm tân sinh nội biểu mô âm hộ (VIN), nhiễm trùng HPV, mụn cóc sinh dục, hút thuốc và nhiều bạn tình. Hầu hết các bệnh ung thư âm hộ là ung thư tế bào vảy. Các loại khác bao gồm ung thư biểu mô tuyến, khối u ác tính, sarcoma và ung thư biểu mô tế bào đáy. Chẩn đoán được nghi ngờ dựa trên khám thực thể và được xác nhận bằng sinh thiết mô. Việc kiểm tra định kỳ không được khuyến khích. Phòng ngừa có thể bao gồm tiêm phòng HPV. Các phương pháp điều trị tiêu chuẩn có thể bao gồm phẫu thuật, xạ trị, hóa trị và liệu pháp sinh học. Ung thư âm hộ mới ảnh hưởng đến khoảng 44.200 người và khiến 15.200 người tử vong trên toàn cầu vào năm 2018. Tại Hoa Kỳ, căn bệnh này mới xảy ra ở khoảng 6.070 người với 1.280 ca tử vong mỗi năm. Bệnh khởi phát thường sau 45 tuổi. Tỷ lệ sống sót sau 5 năm đối với bệnh ung thư âm hộ là khoảng 70% tính đến năm 2022. Tuy nhiên, kết quả bị ảnh hưởng bởi liệu sự lây lan có xảy ra đến các hạch bạch huyết hay không.	https://en.wikipedia.org/wiki/Vulvar_cancer
DOID:12849	rối loạn tự kỷ	Classic autism	"Chứng tự kỷ cổ điển—còn gọi là chứng tự kỷ ở trẻ em, chứng rối loạn tự kỷ hoặc hội chứng Kanner—là một chứng rối loạn phát triển thần kinh được chẩn đoán trước đây được Leo Kanner mô tả lần đầu tiên vào năm 1943. Nó được đặc trưng bởi sự phát triển không điển hình và suy giảm trong tương tác và giao tiếp xã hội cũng như các hành vi, hoạt động và sở thích bị hạn chế và lặp đi lặp lại. Những triệu chứng này xuất hiện lần đầu tiên trong thời thơ ấu và tồn tại suốt cuộc đời. Tự kỷ cổ điển được công nhận lần cuối là chẩn đoán trong DSM-IV và ICD-10, và đã được thay thế bằng chứng rối loạn phổ tự kỷ trong DSM-5 (2013) và ICD-11 (2022). Trên toàn cầu, bệnh tự kỷ cổ điển ước tính ảnh hưởng đến 24,8 triệu người vào năm 2015. Bệnh tự kỷ có thể do sự kết hợp giữa các yếu tố di truyền và môi trường, trong đó các yếu tố di truyền được cho là chiếm ưu thế hơn nhiều. Một số nguyên nhân môi trường được đề xuất gây ra bệnh tự kỷ đã gặp phải nhiều tranh cãi, chẳng hạn như giả thuyết gian lận về vắc-xin, mặc dù đã bị bác bỏ nhưng đã tác động tiêu cực đến tỷ lệ tiêm chủng ở trẻ em. Kể từ DSM-5/ICD-11, thuật ngữ ""tự kỷ"" thường đề cập đến phổ tự kỷ rộng hơn."	https://en.wikipedia.org/wiki/Classic_autism
DOID:12930	bệnh cơ tim giãn nở	Dilated cardiomyopathy	Bệnh cơ tim giãn nở (DCM) là tình trạng tim trở nên to ra và không thể bơm máu hiệu quả. Các triệu chứng khác nhau từ không có triệu chứng đến cảm thấy mệt mỏi, sưng chân và khó thở. Nó cũng có thể dẫn đến đau ngực hoặc ngất xỉu. Các biến chứng có thể bao gồm suy tim, bệnh van tim hoặc nhịp tim không đều. Các nguyên nhân bao gồm di truyền, rượu, cocaine, một số chất độc, biến chứng khi mang thai và một số bệnh nhiễm trùng. Bệnh động mạch vành và huyết áp cao có thể đóng một vai trò nào đó nhưng không phải là nguyên nhân chính. Trong nhiều trường hợp nguyên nhân vẫn chưa rõ ràng. Đó là một loại bệnh cơ tim, một nhóm bệnh chủ yếu ảnh hưởng đến cơ tim. Chẩn đoán có thể được hỗ trợ bằng điện tâm đồ, chụp X-quang ngực hoặc siêu âm tim. Ở những người bị suy tim, việc điều trị có thể bao gồm các loại thuốc thuộc nhóm thuốc ức chế ACE, thuốc chẹn beta và thuốc lợi tiểu. Chế độ ăn ít muối cũng có thể hữu ích. Ở những người có một số loại nhịp tim không đều, có thể nên dùng thuốc làm loãng máu hoặc máy khử rung tim cấy ghép. Liệu pháp tái đồng bộ tim (CRT) có thể cần thiết. Nếu các biện pháp khác không hiệu quả, ghép tim có thể là một lựa chọn ở một số trường hợp. Trong hai thập kỷ qua, số lượng bệnh nhân được chẩn đoán đã gia tăng và DCM là dạng bệnh cơ tim phổ biến nhất ở người lớn. Những số liệu gần đây nhất cho thấy khoảng 3 trên 1.000 nam giới và 1 trên 1.000 phụ nữ bị ảnh hưởng. Nó có liên quan đến tỷ lệ tử vong vượt mức đáng kể so với dân số nói chung, từ tỷ lệ tử vong cao hơn khoảng 32 lần ở những người trưởng thành trẻ tuổi mắc DCM đến mức tăng gấp 2 lần ở những bệnh nhân lớn tuổi nhất. Nó cũng có thể xảy ra ở trẻ em và là loại bệnh cơ tim phổ biến nhất ở lứa tuổi này. DCM chủ yếu ảnh hưởng đến tâm thất trái vì nó có tải trọng cao nhất. So sánh bên trái và bên phải, tâm thất phải chỉ cần lưu thông máu đến các động mạch phổi nằm tương đối gần nhau. Tuy nhiên, tâm thất trái chịu trách nhiệm bơm máu đến các bộ phận còn lại của cơ thể không phải là phổi. Sự chênh lệch tải trọng này khiến cơ tim của tâm thất trái bị hao mòn và căng thẳng nhiều hơn trong suốt cả ngày, dẫn đến khả năng dễ bị DCM cao hơn tâm thất phải.	https://en.wikipedia.org/wiki/Dilated_cardiomyopathy
DOID:12995	rối loạn hành vi	Conduct disorder	Rối loạn hành vi (CD) là một rối loạn tâm thần được chẩn đoán ở thời thơ ấu hoặc thanh thiếu niên, được đặc trưng bởi mô hình hành vi chống đối xã hội lặp đi lặp lại và dai dẳng liên quan đến việc vi phạm các quyền cơ bản của người khác hoặc các chuẩn mực chính phù hợp với lứa tuổi. Những hành vi này có thể bao gồm trộm cắp, nói dối, bạo lực thể xác, phá hoại và vi phạm quy tắc. Rối loạn hành vi thường được coi là dấu hiệu báo trước của rối loạn nhân cách chống đối xã hội; tuy nhiên, theo định nghĩa, bệnh sau không thể được chẩn đoán cho đến khi cá nhân đó 18 tuổi.  Rối loạn hành vi có thể là kết quả của sự từ chối và bỏ bê của cha mẹ và trong những trường hợp như vậy có thể được điều trị bằng liệu pháp gia đình, cũng như điều chỉnh hành vi và liệu pháp dùng thuốc. Nó cũng có thể được gây ra bởi sự tiếp xúc với chì trong môi trường. Rối loạn hành vi được ước tính sẽ ảnh hưởng đến 51,1 triệu người trên toàn cầu tính đến năm 2013.	https://en.wikipedia.org/wiki/Conduct_disorder
